numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;5;2.69%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;2;1.08%
3;RAJOELINA Andry Nirina;TGV;129;69.35%
4;RATSIRAKA Iarovana Roland;MTS;1;0.54%
5;RAVALOMANANA Marc;TIM;18;9.68%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;4;2.15%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.54%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;2.15%
11;RADERANIRINA Sendrison Daniela;Fy-M;3;1.61%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;19;10.22%
