numero;nom;partie;nombre;pourcentage
Blancs: 7 soit: 2.34% Nuls:9 soit: 3.01%;1; RAZAFINJOELINA Tahina;FTT
2 0.71%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.35%;3; RAJOELINA Andry Nirina;TGV
227 80.21%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
29 10.25%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
3 1.06%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
1 0.35%;11; RADERANIRINA Sendrison Daniela;Fy-M
3 1.06%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
17 6.01%;
