numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;1.63%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;5;4.07%
3; RAJOELINA Andry Nirina;TGV;54;43.90%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;17;13.82%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.63%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;4;3.25%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;14;11.38%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.81%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;24;19.51%
