numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;4;2.44%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.61%
3; RAJOELINA Andry Nirina;TGV;112;68.29%
4; RATSIRAKA Iarovana Roland;MTS;1;0.61%
5; RAVALOMANANA Marc;TIM;19;11.59%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;1.83%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.61%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.22%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;1.83%
11; RADERANIRINA Sendrison Daniela;Fy-M;3;1.83%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;15;9.15%
