numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;1.30%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;2;2.60%
3;RAJOELINA Andry Nirina;TGV;21;27.27%
4;RATSIRAKA Iarovana Roland;MTS;2;2.60%
5;RAVALOMANANA Marc;TIM;27;35.06%
6;PARAINA Auguste Richard;TT;1;1.30%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;1.30%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;2.60%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;6;7.79%
11;RADERANIRINA Sendrison Daniela;Fy-M;3;3.90%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;1.30%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;10;12.99%
