numero;nom;partie;nombre;pourcentage
Blancs: 2 soit: 1.77% Nuls:3 soit: 2.65%;1; RAZAFINJOELINA Tahina;FTT
1 0.93%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3; RAJOELINA Andry Nirina;TGV
81 75%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
14 12.96%;6; PARAINA Auguste Richard;TT
1 0.93%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
1 0.93%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
1 0.93%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 2.78%;11; RADERANIRINA Sendrison Daniela;Fy-M
0 0%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
1 0.93%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
5 4.63%;
