numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;2;1.05%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.52%
3; RAJOELINA Andry Nirina;TGV;138;72.25%
4; RATSIRAKA Iarovana Roland;MTS;1;0.52%
5; RAVALOMANANA Marc;TIM;20;10.47%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;1.05%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.52%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.52%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.52%
11; RADERANIRINA Sendrison Daniela;Fy-M;5;2.62%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;19;9.95%
