numero;nom;partie;nombre;pourcentage
Blancs: 14 soit: 6.45% Nuls:3 soit: 1.38%;1;RAZAFINJOELINA Tahina;FTT
1 0.50%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
2 1%;3;RAJOELINA Andry Nirina;TGV
144 72%;4;RATSIRAKA Iarovana Roland;MTS
1 0.50%;5;RAVALOMANANA Marc;TIM
23 11.50%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
3 1.50%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
4 2%;11;RADERANIRINA Sendrison Daniela;Fy-M
3 1.50%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
19 9.50%;
