numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;2.22%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;6.67%
3; RAJOELINA Andry Nirina;TGV;9;20%
4; RATSIRAKA Iarovana Roland;MTS;1;2.22%
5; RAVALOMANANA Marc;TIM;23;51.11%
6; PARAINA Auguste Richard;TT;1;2.22%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;2.22%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;2.22%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;2.22%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;4;8.89%
