numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;0.59%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;2;1.18%
3; RAJOELINA Andry Nirina;TGV;117;68.82%
4; RATSIRAKA Iarovana Roland;MTS;2;1.18%
5; RAVALOMANANA Marc;TIM;24;14.12%
6; PARAINA Auguste Richard;TT;1;0.59%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.59%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.59%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;9;5.29%
11; RADERANIRINA Sendrison Daniela;Fy-M;2;1.18%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;10;5.88%
