numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;0;0%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;3;0.81%
3; RAJOELINA Andry Nirina;TGV;293;79.40%
4; RATSIRAKA Iarovana Roland;MTS;3;0.81%
5; RAVALOMANANA Marc;TIM;31;8.40%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;0.54%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.27%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;0.54%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;5;1.36%
11; RADERANIRINA Sendrison Daniela;Fy-M;10;2.71%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;19;5.15%
