numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;3;1.15%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.38%
3;RAJOELINA Andry Nirina;TGV;208;79.69%
4;RATSIRAKA Iarovana Roland;MTS;2;0.77%
5;RAVALOMANANA Marc;TIM;18;6.90%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;1.15%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.38%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.38%
11;RADERANIRINA Sendrison Daniela;Fy-M;5;1.92%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;19;7.28%
