numero;nom;partie;nombre;pourcentage
Blancs: 12 soit: 6.22% Nuls:15 soit: 7.77%;1;RAZAFINJOELINA Tahina;FTT
0 0%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.60%;3;RAJOELINA Andry Nirina;TGV
122 73.49%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
22 13.25%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.60%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
4 2.41%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 1.81%;11;RADERANIRINA Sendrison Daniela;Fy-M
1 0.60%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
12 7.23%;
