numero;nom;partie;nombre;pourcentage
Blancs: 10 soit: 4.83% Nuls:4 soit: 1.93%;1; RAZAFINJOELINA Tahina;FTT
2 1.04%;2; ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.52%;3; RAJOELINA Andry Nirina;TGV
155 80.31%;4; RATSIRAKA Iarovana Roland;MTS
0 0%;5; RAVALOMANANA Marc;TIM
16 8.29%;6; PARAINA Auguste Richard;TT
0 0%;7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
0 0%;8; RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.52%;9; RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
1 0.52%;11; RADERANIRINA Sendrison Daniela;Fy-M
2 1.04%;12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
15 7.77%;
