numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;8;4%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.50%
3; RAJOELINA Andry Nirina;TGV;148;74%
4; RATSIRAKA Iarovana Roland;MTS;1;0.50%
5; RAVALOMANANA Marc;TIM;18;9%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.50%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.50%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.50%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;1%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;0.50%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;18;9%
