numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;3;3.57%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;3.57%
3;RAJOELINA Andry Nirina;TGV;42;50%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;1;1.19%
6;PARAINA Auguste Richard;TT;1;1.19%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;1.19%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;6;7.14%
11;RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;27;32.14%
