numero;nom;partie;nombre;pourcentage
Blancs: 5 soit: 2.26% Nuls:10 soit: 4.52%;1;RAZAFINJOELINA Tahina;FTT
2 0.97%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3;RAJOELINA Andry Nirina;TGV
153 74.27%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
28 13.59%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
5 2.43%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
1 0.49%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
1 0.49%;11;RADERANIRINA Sendrison Daniela;Fy-M
2 0.97%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
14 6.80%;
