numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;4;1.97%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;6;2.96%
3; RAJOELINA Andry Nirina;TGV;30;14.78%
4; RATSIRAKA Iarovana Roland;MTS;10;4.93%
5; RAVALOMANANA Marc;TIM;127;62.56%
6; PARAINA Auguste Richard;TT;1;0.49%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;2;0.99%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;0.99%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;0.99%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;8;3.94%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;2;0.99%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;9;4.43%
