numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;4;2.67%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;5;3.33%
3;RAJOELINA Andry Nirina;TGV;48;32%
4;RATSIRAKA Iarovana Roland;MTS;7;4.67%
5;RAVALOMANANA Marc;TIM;57;38%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;2%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;2;1.33%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;1.33%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;0.67%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;2;1.33%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;19;12.67%
