numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;1;1.11%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;3.33%
3;RAJOELINA Andry Nirina;TGV;6;6.67%
4;RATSIRAKA Iarovana Roland;MTS;1;1.11%
5;RAVALOMANANA Marc;TIM;60;66.67%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;1.11%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;1.11%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;2.22%
11;RADERANIRINA Sendrison Daniela;Fy-M;1;1.11%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;2;2.22%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;12;13.33%
