numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;5;2.35%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;0.47%
3; RAJOELINA Andry Nirina;TGV;154;72.30%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;23;10.80%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;1;0.47%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.47%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;0.47%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;1.41%
11; RADERANIRINA Sendrison Daniela;Fy-M;8;3.76%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;16;7.51%
