numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;7;2.68%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;0;0%
3;RAJOELINA Andry Nirina;TGV;192;73.56%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;18;6.90%
6;PARAINA Auguste Richard;TT;1;0.38%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;5;1.92%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;0.77%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;1;0.38%
11;RADERANIRINA Sendrison Daniela;Fy-M;5;1.92%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;30;11.49%
