numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;1.22%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;5;6.10%
3; RAJOELINA Andry Nirina;TGV;4;4.88%
4; RATSIRAKA Iarovana Roland;MTS;3;3.66%
5; RAVALOMANANA Marc;TIM;58;70.73%
6; PARAINA Auguste Richard;TT;1;1.22%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;1;1.22%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;2.44%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;1.22%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;6;7.32%
