numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;1.47%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;1.47%
3; RAJOELINA Andry Nirina;TGV;20;29.41%
4; RATSIRAKA Iarovana Roland;MTS;0;0%
5; RAVALOMANANA Marc;TIM;14;20.59%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;1.47%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;3;4.41%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;8;11.76%
11; RADERANIRINA Sendrison Daniela;Fy-M;1;1.47%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;19;27.94%
