numero;nom;partie;nombre;pourcentage
Blancs: 2 soit: 1.23% Nuls:11 soit: 6.79%;1;RAZAFINJOELINA Tahina;FTT
6 4.03%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
0 0%;3;RAJOELINA Andry Nirina;TGV
86 57.72%;4;RATSIRAKA Iarovana Roland;MTS
0 0%;5;RAVALOMANANA Marc;TIM
17 11.41%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
3 2.01%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
3 2.01%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
1 0.67%;11;RADERANIRINA Sendrison Daniela;Fy-M
7 4.70%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
26 17.45%;
