numero;nom;partie;nombre;pourcentage
Suffrages ;1;RAZAFINJOELINA Tahina;FTT
7 3.87%;2;ANDRIANAINARIVELO Hajo Herivelona;MMM
1 0.55%;3;RAJOELINA Andry Nirina;TGV
124 68.51%;4;RATSIRAKA Iarovana Roland;MTS
1 0.55%;5;RAVALOMANANA Marc;TIM
20 11.05%;6;PARAINA Auguste Richard;TT
0 0%;7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB
2 1.10%;8;RAZAFINTSIANDRAOFA Jean Brunelle;APM
0 0%;9;RATSIRAHONANA Lalaina Harilanto;Antoko;Fihavanantsika;An'i;Kristy
0 0%;10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM
3 1.66%;11;RADERANIRINA Sendrison Daniela;Fy-M
3 1.66%;12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma
0 0%;13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD,;PSD,;RPSD;Vaovao,;ABA
20 11.05%;
