numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;5;2.01%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;1.20%
3;RAJOELINA Andry Nirina;TGV;176;70.68%
4;RATSIRAKA Iarovana Roland;MTS;1;0.40%
5;RAVALOMANANA Marc;TIM;11;4.42%
6;PARAINA Auguste Richard;TT;0;0%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;1;0.40%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;3;1.20%
11;RADERANIRINA Sendrison Daniela;Fy-M;2;0.80%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;47;18.88%
