numero;nom;partie;nombre;pourcentage
1; RAZAFINJOELINA Tahina;FTT;1;2.27%
2; ANDRIANAINARIVELO Hajo Herivelona;MMM;1;2.27%
3; RAJOELINA Andry Nirina;TGV;14;31.82%
4; RATSIRAKA Iarovana Roland;MTS;2;4.55%
5; RAVALOMANANA Marc;TIM;18;40.91%
6; PARAINA Auguste Richard;TT;0;0%
7; RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;0;0%
8; RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9; RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;0;0%
10; RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;2;4.55%
11; RADERANIRINA Sendrison Daniela;Fy-M;0;0%
12; RATSIETISON Jean-Jacques Jedidia;FMI-Ma;1;2.27%
13; RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;5;11.36%
