numero;nom;partie;nombre;pourcentage
1;RAZAFINJOELINA Tahina;FTT;5;4.20%
2;ANDRIANAINARIVELO Hajo Herivelona;MMM;3;2.52%
3;RAJOELINA Andry Nirina;TGV;79;66.39%
4;RATSIRAKA Iarovana Roland;MTS;0;0%
5;RAVALOMANANA Marc;TIM;7;5.88%
6;PARAINA Auguste Richard;TT;1;0.84%
7;RAOBELINA ANDRIAMALALA Andry Tsiverizo;ARB;3;2.52%
8;RAZAFINTSIANDRAOFA Jean Brunelle;APM;0;0%
9;RATSIRAHONANA Lalaina Harilanto;Antoko Fihavanantsika An'i Kristy;2;1.68%
10;RAJAONARIMAMPIANINA RAKOTOARIMANANA Hery ;HVM;4;3.36%
11;RADERANIRINA Sendrison Daniela;Fy-M;3;2.52%
12;RATSIETISON Jean-Jacques Jedidia;FMI-Ma;0;0%
13;RANDRIANASOLONIAIKO Siteny Thierry;Fitambolagnela/IAD, PSD, RPSD Vaovao, ABA;12;10.08%
